orderNumber,orderDate,requiredDate,status,customerNumber,amount,paymentMethod
2733,2024-08-27,2024-08-27,Cancelled,56,637.01,Cash
2734,2024-01-09,2024-01-09,Processing,503,2438.51,Bank Transfer
2735,2024-02-04,2024-02-04,Processing,854,5314.22,Bank Transfer
2736,2024-03-30,2024-03-30,Processing,708,7811.72,PayPal
2737,2024-09-19,2024-09-19,Processing,426,3218.59,Cash
2738,2024-07-26,2024-07-26,On Hold,819,3234.11,Bank Transfer
2739,2024-02-03,2024-02-03,Shipped,78,3851.89,PayPal
2740,2024-08-19,2024-08-19,Shipped,683,8260.4,Credit Card
2741,2024-07-19,2024-07-19,On Hold,733,8677.52,Bank Transfer
2742,2024-03-10,2024-03-10,Cancelled,311,1253.24,Cash
2743,2024-10-05,2024-10-05,Shipped,467,2090.14,PayPal
2744,2024-06-20,2024-06-20,Cancelled,878,3491.82,Credit Card
2745,2024-01-11,2024-01-11,Shipped,139,1580.63,Bank Transfer
2746,2024-01-24,2024-01-24,Processing,54,7619.95,Credit Card
2747,2024-05-15,2024-05-15,Shipped,696,4051.82,Bank Transfer
2748,2024-10-13,2024-10-13,Cancelled,953,696.37,Cash
2749,2024-02-21,2024-02-21,Cancelled,148,7566.73,Credit Card
2750,2024-08-27,2024-08-27,On Hold,60,1124.01,Cash
2751,2024-05-24,2024-05-24,Processing,61,5475.82,Cash
2752,2024-09-20,2024-09-20,Cancelled,41,6682.11,Cash
2753,2024-08-22,2024-08-22,Shipped,690,4494.79,Credit Card
2754,2024-10-10,2024-10-10,Shipped,862,1469.97,Cash
2755,2024-09-17,2024-09-17,Cancelled,173,4438.09,Cash
2756,2024-07-15,2024-07-15,On Hold,442,3720.97,PayPal
2757,2024-11-06,2024-11-06,Cancelled,996,9901.09,PayPal
2758,2024-07-12,2024-07-12,Cancelled,655,5894.75,Cash
2759,2024-03-19,2024-03-19,Cancelled,636,4067.38,Cash
2760,2024-05-23,2024-05-23,Processing,822,1834.87,PayPal
2761,2024-09-15,2024-09-15,On Hold,135,759.78,PayPal
2762,2024-03-17,2024-03-17,Processing,109,1198.12,Credit Card
2763,2024-01-05,2024-01-05,Cancelled,367,8854.15,PayPal
2764,2024-06-23,2024-06-23,Shipped,372,2593.56,PayPal
2765,2024-09-03,2024-09-03,Processing,800,8375.59,Cash
2766,2024-05-27,2024-05-27,On Hold,777,5472.88,Bank Transfer
2767,2024-09-21,2024-09-21,Processing,632,9783.79,Bank Transfer
2768,2024-03-08,2024-03-08,On Hold,684,9293.84,PayPal
2769,2024-07-02,2024-07-02,Processing,105,8519.53,Credit Card
2770,2024-09-22,2024-09-22,Shipped,729,6330.73,Bank Transfer
2771,2024-08-29,2024-08-29,On Hold,213,9460.33,Credit Card
2772,2024-11-25,2024-11-25,Cancelled,908,5658.31,Cash
2773,2024-01-09,2024-01-09,Processing,789,5972.29,Bank Transfer
2774,2024-11-22,2024-11-22,Shipped,226,5676.86,Credit Card
2775,2024-01-23,2024-01-23,Shipped,866,9148.97,PayPal
2776,2024-03-15,2024-03-15,Cancelled,681,9493.78,Cash
2777,2024-05-19,2024-05-19,Processing,29,7252.71,Bank Transfer
2778,2024-09-26,2024-09-26,Processing,439,1830.06,Bank Transfer
2779,2024-04-08,2024-04-08,On Hold,18,4228.34,PayPal
2780,2024-11-20,2024-11-20,Processing,436,7114.38,Cash
2781,2024-02-12,2024-02-12,On Hold,834,8432.23,PayPal
2782,2024-05-22,2024-05-22,Cancelled,360,5147.66,PayPal
2783,2024-11-05,2024-11-05,Cancelled,564,129.03,Credit Card
2784,2024-09-19,2024-09-19,Shipped,614,8559.72,Bank Transfer
2785,2024-08-06,2024-08-06,Cancelled,988,5025.09,PayPal
2786,2024-01-28,2024-01-28,On Hold,770,8325.26,Credit Card
2787,2024-04-08,2024-04-08,On Hold,806,9938.77,Credit Card
2788,2024-07-25,2024-07-25,Cancelled,750,6600.77,PayPal
2789,2024-03-31,2024-03-31,On Hold,586,4924.77,Cash
2790,2024-01-10,2024-01-10,Shipped,264,9937.73,PayPal
2791,2024-04-29,2024-04-29,Shipped,149,4521.52,Credit Card
2792,2024-05-18,2024-05-18,Processing,261,2040.73,PayPal
2793,2024-02-03,2024-02-03,Processing,737,9978.3,Bank Transfer
2794,2024-10-04,2024-10-04,On Hold,368,9044.74,Cash
2795,2024-04-25,2024-04-25,Cancelled,818,8482.75,Bank Transfer
2796,2024-02-05,2024-02-05,Cancelled,580,3687.79,Credit Card
2797,2024-10-27,2024-10-27,Shipped,578,9892.18,Cash
2798,2024-03-11,2024-03-11,Cancelled,826,5271.08,Credit Card
2799,2024-01-30,2024-01-30,On Hold,743,9138.01,Cash
2800,2024-03-09,2024-03-09,On Hold,188,6047.96,Bank Transfer
2801,2024-04-13,2024-04-13,On Hold,508,6446.66,Cash
2802,2024-09-15,2024-09-15,Cancelled,512,6399.05,Cash
2803,2024-05-06,2024-05-06,Processing,228,1424.3,Credit Card
2804,2024-02-22,2024-02-22,Processing,681,915.82,Credit Card
2805,2024-09-05,2024-09-05,Shipped,238,6205.65,Bank Transfer
2806,2024-04-27,2024-04-27,Processing,327,2719.21,Credit Card
2807,2024-04-09,2024-04-09,Cancelled,669,6071.71,PayPal
2808,2024-07-14,2024-07-14,Cancelled,267,7472.43,Credit Card
2809,2024-07-08,2024-07-08,Cancelled,21,4031.68,Bank Transfer
2810,2024-02-19,2024-02-19,On Hold,490,3590.05,Bank Transfer
2811,2024-06-19,2024-06-19,On Hold,158,665.14,PayPal
2812,2024-02-12,2024-02-12,Processing,410,3224.44,Credit Card
2813,2024-06-16,2024-06-16,Shipped,586,643.24,Cash
2814,2024-08-18,2024-08-18,On Hold,205,6809.73,Bank Transfer
2815,2024-10-12,2024-10-12,Processing,390,6797.98,Bank Transfer
2816,2024-06-13,2024-06-13,Cancelled,126,2783.77,Cash
2817,2024-04-12,2024-04-12,Processing,446,6158.23,Cash
2818,2024-01-02,2024-01-02,Processing,697,1849.38,Bank Transfer
2819,2024-11-16,2024-11-16,Processing,773,4126.85,Credit Card
2820,2024-08-30,2024-08-30,On Hold,402,8697.16,Cash
2821,2024-09-27,2024-09-27,Shipped,854,2549.93,PayPal
2822,2024-09-19,2024-09-19,Shipped,761,8545.57,Credit Card
2823,2024-05-01,2024-05-01,Processing,84,9980.3,Credit Card
2824,2024-04-16,2024-04-16,Processing,997,2915.94,PayPal
2825,2024-11-04,2024-11-04,Cancelled,726,6232.51,Bank Transfer
2826,2024-11-07,2024-11-07,On Hold,333,5135.5,Credit Card
2827,2024-09-27,2024-09-27,Processing,785,850.04,PayPal
2828,2024-09-28,2024-09-28,Shipped,275,9431.46,Bank Transfer
2829,2024-10-31,2024-10-31,Processing,120,1514.05,Bank Transfer
2830,2024-07-16,2024-07-16,Processing,377,3758.85,Credit Card
2831,2024-04-11,2024-04-11,Cancelled,674,1792.33,Credit Card
2832,2024-01-31,2024-01-31,Processing,178,2007.87,Credit Card
2833,2024-11-09,2024-11-09,On Hold,530,8658.77,Credit Card
2834,2024-01-01,2024-01-01,On Hold,465,7947.86,Cash
2835,2024-09-18,2024-09-18,On Hold,96,2667.81,PayPal
2836,2024-05-03,2024-05-03,Cancelled,818,6311.94,PayPal
2837,2024-07-18,2024-07-18,Shipped,335,4592.68,Cash
2838,2024-10-14,2024-10-14,Cancelled,949,5267.06,Credit Card
2839,2024-05-16,2024-05-16,Shipped,326,1283.0,Credit Card
2840,2024-01-30,2024-01-30,On Hold,871,4681.51,Cash
2841,2024-07-13,2024-07-13,Processing,532,7327.07,Credit Card
2842,2024-10-02,2024-10-02,Cancelled,430,3598.01,Credit Card
2843,2024-09-04,2024-09-04,Processing,758,7519.04,PayPal
2844,2024-08-20,2024-08-20,Processing,413,8474.31,Credit Card
2845,2024-06-01,2024-06-01,On Hold,129,7962.19,Credit Card
2846,2024-02-21,2024-02-21,Shipped,15,8572.65,Credit Card
2847,2024-03-04,2024-03-04,Cancelled,92,5393.03,Cash
2848,2024-03-01,2024-03-01,Processing,399,2677.91,Cash
2849,2024-08-31,2024-08-31,On Hold,146,3682.36,Credit Card
2850,2024-11-06,2024-11-06,Shipped,35,5883.47,Cash
2851,2024-02-16,2024-02-16,On Hold,505,8885.73,Cash
2852,2024-06-19,2024-06-19,Processing,258,8108.9,Bank Transfer
2853,2024-02-18,2024-02-18,Processing,460,7728.1,Bank Transfer
2854,2024-08-26,2024-08-26,Processing,511,4055.84,Bank Transfer
2855,2024-07-19,2024-07-19,Cancelled,726,7755.99,Cash
2856,2024-03-14,2024-03-14,Processing,134,6498.6,PayPal
2857,2024-01-28,2024-01-28,On Hold,963,6809.33,Bank Transfer
2858,2024-01-23,2024-01-23,Processing,848,8228.56,Bank Transfer
2859,2024-10-16,2024-10-16,On Hold,962,7827.43,Credit Card
2860,2024-04-20,2024-04-20,On Hold,686,3756.08,Cash
2861,2024-04-05,2024-04-05,Shipped,507,8418.36,Cash
2862,2024-08-22,2024-08-22,On Hold,68,2059.44,Bank Transfer
2863,2024-03-17,2024-03-17,Shipped,739,4792.53,Credit Card
2864,2024-01-05,2024-01-05,Shipped,795,1641.11,Credit Card
2865,2024-07-19,2024-07-19,Shipped,555,3982.65,Credit Card
2866,2024-11-06,2024-11-06,On Hold,268,9005.06,Credit Card
2867,2024-05-16,2024-05-16,On Hold,905,3533.87,PayPal
2868,2024-01-25,2024-01-25,On Hold,247,307.92,PayPal
2869,2024-10-17,2024-10-17,On Hold,719,7518.86,Credit Card
2870,2024-01-03,2024-01-03,On Hold,748,7326.96,Bank Transfer
2871,2024-05-20,2024-05-20,Processing,585,8827.88,Cash
2872,2024-09-04,2024-09-04,Cancelled,7,542.6,Bank Transfer
2873,2024-09-23,2024-09-23,Processing,482,5264.59,Bank Transfer
2874,2024-10-23,2024-10-23,Processing,440,275.19,Bank Transfer
2875,2024-05-21,2024-05-21,Cancelled,477,1809.5,Credit Card
2876,2024-09-02,2024-09-02,On Hold,147,383.26,PayPal
2877,2024-03-08,2024-03-08,Shipped,315,2638.56,Credit Card
2878,2024-01-20,2024-01-20,Shipped,746,7544.2,Cash
2879,2024-07-16,2024-07-16,On Hold,31,1152.48,PayPal
2880,2024-11-23,2024-11-23,Shipped,501,6663.66,Credit Card
2881,2024-08-17,2024-08-17,Processing,383,6822.59,PayPal
2882,2024-04-10,2024-04-10,On Hold,379,9507.14,Bank Transfer
2883,2024-07-14,2024-07-14,On Hold,850,9539.94,Bank Transfer
2884,2024-11-10,2024-11-10,Cancelled,623,8764.48,PayPal
2885,2024-01-28,2024-01-28,Shipped,869,7525.31,PayPal
2886,2024-06-17,2024-06-17,Processing,86,840.28,Credit Card
2887,2024-03-27,2024-03-27,Cancelled,37,4314.56,Bank Transfer
2888,2024-08-25,2024-08-25,Cancelled,959,6604.89,Bank Transfer
2889,2024-10-01,2024-10-01,Shipped,604,4843.11,Cash
2890,2024-02-12,2024-02-12,Shipped,728,1744.88,Cash
2891,2024-07-10,2024-07-10,Processing,638,8364.53,Credit Card
2892,2024-09-07,2024-09-07,Cancelled,51,3387.01,Cash
2893,2024-01-29,2024-01-29,Shipped,952,9869.16,Bank Transfer
2894,2024-01-10,2024-01-10,Shipped,773,5136.1,Credit Card
2895,2024-06-02,2024-06-02,Cancelled,642,6368.13,Bank Transfer
2896,2024-11-24,2024-11-24,Shipped,62,488.77,Cash
2897,2024-02-19,2024-02-19,Processing,248,9467.98,Credit Card
2898,2024-03-27,2024-03-27,Shipped,218,687.57,PayPal
2899,2024-03-29,2024-03-29,On Hold,13,4422.63,Cash
2900,2024-08-06,2024-08-06,Cancelled,965,554.59,Cash
2901,2024-10-12,2024-10-12,Processing,613,7561.33,Bank Transfer
2902,2024-04-14,2024-04-14,On Hold,814,399.07,PayPal
2903,2024-01-26,2024-01-26,Cancelled,18,6688.9,Bank Transfer
2904,2024-02-23,2024-02-23,Shipped,108,8132.55,Bank Transfer
2905,2024-07-04,2024-07-04,Cancelled,645,8023.19,Credit Card
2906,2024-06-14,2024-06-14,Processing,654,7084.01,Cash
2907,2024-07-25,2024-07-25,On Hold,213,2233.33,Credit Card
2908,2024-11-17,2024-11-17,Cancelled,219,6000.01,Cash
2909,2024-09-23,2024-09-23,On Hold,950,4565.84,Cash
2910,2024-05-05,2024-05-05,On Hold,666,7618.49,Cash
2911,2024-10-09,2024-10-09,Shipped,681,5097.03,Credit Card
2912,2024-11-03,2024-11-03,Cancelled,394,4647.59,Cash
2913,2024-07-30,2024-07-30,Shipped,145,3800.71,PayPal
2914,2024-03-28,2024-03-28,Processing,821,7427.9,PayPal
2915,2024-11-19,2024-11-19,Processing,509,384.96,Cash
2916,2024-03-09,2024-03-09,On Hold,168,596.67,Cash
2917,2024-10-20,2024-10-20,On Hold,249,6322.85,PayPal
2918,2024-08-09,2024-08-09,On Hold,899,5171.34,Cash
2919,2024-11-24,2024-11-24,Processing,423,7637.73,Cash
2920,2024-02-26,2024-02-26,Processing,697,7411.22,Cash
2921,2024-07-30,2024-07-30,On Hold,984,8213.99,Bank Transfer
2922,2024-04-22,2024-04-22,Shipped,534,7100.25,Credit Card
2923,2024-02-26,2024-02-26,Cancelled,627,3922.83,Cash
2924,2024-09-02,2024-09-02,Shipped,205,1924.98,Cash
2925,2024-03-22,2024-03-22,Cancelled,333,168.77,Bank Transfer
2926,2024-04-17,2024-04-17,On Hold,36,3329.35,Bank Transfer
2927,2024-01-10,2024-01-10,Cancelled,883,3749.65,Cash
2928,2024-04-28,2024-04-28,Cancelled,548,5871.99,Cash
2929,2024-06-03,2024-06-03,Shipped,505,8605.61,Bank Transfer
2930,2024-09-12,2024-09-12,On Hold,391,5900.18,Cash
2931,2024-01-29,2024-01-29,Shipped,593,9560.3,PayPal
2932,2024-07-14,2024-07-14,Processing,824,3650.87,PayPal
2933,2024-02-28,2024-02-28,Cancelled,592,8126.23,PayPal
2934,2024-10-15,2024-10-15,Cancelled,848,4904.81,PayPal
2935,2024-03-04,2024-03-04,Cancelled,688,3014.65,Bank Transfer
2936,2024-04-08,2024-04-08,Shipped,363,3251.94,Bank Transfer
2937,2024-05-21,2024-05-21,On Hold,709,5170.04,Cash
2938,2024-08-18,2024-08-18,Processing,304,571.97,Cash
2939,2024-09-21,2024-09-21,Cancelled,287,4011.48,Credit Card
2940,2024-08-14,2024-08-14,Shipped,611,9451.45,Bank Transfer
2941,2024-06-28,2024-06-28,Shipped,351,6360.74,Bank Transfer
2942,2024-03-14,2024-03-14,Processing,164,8053.67,Credit Card
2943,2024-03-06,2024-03-06,Shipped,101,1727.3,Cash
2944,2024-02-25,2024-02-25,Shipped,148,831.87,PayPal
2945,2024-06-18,2024-06-18,Processing,866,9540.92,Cash
2946,2024-09-10,2024-09-10,On Hold,705,3711.58,PayPal
2947,2024-04-11,2024-04-11,Cancelled,566,9327.66,Bank Transfer
2948,2024-06-03,2024-06-03,Shipped,830,2247.55,Bank Transfer
2949,2024-02-22,2024-02-22,On Hold,949,6854.07,Bank Transfer
2950,2024-06-27,2024-06-27,Cancelled,35,1390.65,Credit Card
2951,2024-08-26,2024-08-26,Shipped,587,7684.52,Credit Card
2952,2024-06-25,2024-06-25,Processing,88,6153.04,Cash
2953,2024-05-04,2024-05-04,Shipped,589,4664.93,Credit Card
2954,2024-11-13,2024-11-13,On Hold,658,6019.22,PayPal
2955,2024-10-25,2024-10-25,On Hold,237,9428.66,PayPal
2956,2024-08-22,2024-08-22,Processing,77,2900.34,Credit Card
2957,2024-11-26,2024-11-26,Processing,651,3757.43,Bank Transfer
2958,2024-01-31,2024-01-31,On Hold,758,6960.24,Cash
2959,2024-03-22,2024-03-22,Processing,841,4643.52,Credit Card
2960,2024-08-23,2024-08-23,Cancelled,332,5722.7,Bank Transfer
2961,2024-11-26,2024-11-26,On Hold,735,5362.43,Credit Card
2962,2024-06-05,2024-06-05,Cancelled,22,2855.3,PayPal
2963,2024-11-02,2024-11-02,On Hold,856,7638.19,Credit Card
2964,2024-09-29,2024-09-29,Processing,51,2433.11,Cash
2965,2024-08-15,2024-08-15,Shipped,800,1345.25,PayPal
2966,2024-08-27,2024-08-27,On Hold,512,9286.71,Cash
2967,2024-02-24,2024-02-24,Cancelled,355,3507.54,Cash
2968,2024-11-05,2024-11-05,Cancelled,399,8665.38,Credit Card
2969,2024-02-09,2024-02-09,Processing,49,3345.29,Bank Transfer
2970,2024-10-22,2024-10-22,Shipped,793,6195.35,PayPal
2971,2024-06-02,2024-06-02,Processing,126,2791.87,Cash
2972,2024-05-08,2024-05-08,Processing,24,8637.65,Credit Card
2973,2024-10-22,2024-10-22,Cancelled,445,2126.4,Cash
2974,2024-09-18,2024-09-18,Cancelled,3,141.93,Cash
2975,2024-04-29,2024-04-29,Cancelled,754,904.84,PayPal
2976,2024-11-17,2024-11-17,Cancelled,548,7649.2,Cash
2977,2024-05-06,2024-05-06,On Hold,914,129.25,PayPal
2978,2024-09-08,2024-09-08,On Hold,449,2777.08,Bank Transfer
2979,2024-11-16,2024-11-16,On Hold,558,7417.43,Bank Transfer
2980,2024-03-26,2024-03-26,On Hold,870,3741.92,Bank Transfer
2981,2024-08-06,2024-08-06,Cancelled,741,892.85,Bank Transfer
2982,2024-09-30,2024-09-30,Cancelled,686,9744.02,Credit Card
2983,2024-04-20,2024-04-20,On Hold,339,3956.38,Cash
2984,2024-02-16,2024-02-16,Cancelled,342,2791.28,Bank Transfer
2985,2024-11-19,2024-11-19,Cancelled,37,8578.09,Cash
2986,2024-11-17,2024-11-17,Cancelled,587,1929.51,PayPal
2987,2024-08-14,2024-08-14,Cancelled,249,8525.85,Bank Transfer
2988,2024-07-31,2024-07-31,Cancelled,451,9008.53,Bank Transfer
2989,2024-04-09,2024-04-09,On Hold,690,9760.71,Cash
2990,2024-07-19,2024-07-19,Cancelled,78,3765.85,Bank Transfer
2991,2024-04-20,2024-04-20,Shipped,849,2423.76,Credit Card
2992,2024-01-09,2024-01-09,Processing,4,645.84,Bank Transfer
2993,2024-06-29,2024-06-29,Cancelled,202,5161.11,PayPal
2994,2024-10-27,2024-10-27,On Hold,433,8558.33,PayPal
2995,2024-10-17,2024-10-17,On Hold,324,393.67,Cash
2996,2024-05-15,2024-05-15,On Hold,10,634.65,PayPal
2997,2024-09-03,2024-09-03,Shipped,118,7131.08,Credit Card
2998,2024-06-03,2024-06-03,Shipped,64,5273.95,PayPal
2999,2024-10-10,2024-10-10,Processing,766,4853.12,Bank Transfer
3000,2024-01-01,2024-01-01,Shipped,591,9054.18,PayPal
3001,2024-08-20,2024-08-20,Shipped,143,791.09,PayPal
3002,2024-08-26,2024-08-26,Shipped,538,987.47,Credit Card
3003,2024-06-23,2024-06-23,Processing,540,4034.31,Cash
3004,2024-03-23,2024-03-23,Processing,753,6341.96,Credit Card
3005,2024-08-09,2024-08-09,On Hold,560,614.73,Bank Transfer
3006,2024-07-13,2024-07-13,Processing,579,4508.67,PayPal
3007,2024-04-26,2024-04-26,Processing,619,4246.48,Bank Transfer
3008,2024-03-31,2024-03-31,Shipped,257,4209.3,Cash
3009,2024-09-10,2024-09-10,Processing,989,2537.39,PayPal
3010,2024-08-07,2024-08-07,Shipped,183,7332.38,Credit Card
3011,2024-06-05,2024-06-05,Shipped,50,2546.34,Bank Transfer
3012,2024-07-18,2024-07-18,Cancelled,240,6765.04,Credit Card
3013,2024-08-07,2024-08-07,On Hold,283,1848.96,Credit Card
3014,2024-04-30,2024-04-30,Cancelled,172,8403.93,Bank Transfer
3015,2024-02-20,2024-02-20,On Hold,507,937.43,PayPal
3016,2024-01-03,2024-01-03,Shipped,6,5041.02,Credit Card
3017,2024-04-26,2024-04-26,Shipped,541,8416.51,Credit Card
3018,2024-05-21,2024-05-21,Cancelled,456,3741.47,PayPal
3019,2024-01-25,2024-01-25,Cancelled,914,9781.77,Credit Card
3020,2024-10-06,2024-10-06,Shipped,535,6430.35,Cash
3021,2024-03-17,2024-03-17,On Hold,25,1172.14,Credit Card
3022,2024-11-20,2024-11-20,Processing,492,2577.51,Bank Transfer
3023,2024-11-07,2024-11-07,Processing,758,6022.43,Credit Card
3024,2024-11-18,2024-11-18,Processing,749,5409.71,Credit Card
3025,2024-01-09,2024-01-09,Cancelled,348,6867.34,Cash
3026,2024-05-18,2024-05-18,Shipped,675,6740.81,Cash
3027,2024-11-01,2024-11-01,Processing,278,7068.34,Bank Transfer
3028,2024-03-30,2024-03-30,On Hold,687,5854.92,Cash
3029,2024-02-02,2024-02-02,Processing,305,3932.62,Credit Card
3030,2024-04-30,2024-04-30,Processing,285,2837.93,Bank Transfer
3031,2024-02-09,2024-02-09,Processing,604,324.31,PayPal
3032,2024-10-13,2024-10-13,Cancelled,119,6829.49,Bank Transfer
3033,2024-04-09,2024-04-09,Processing,954,8542.88,Cash
3034,2024-07-28,2024-07-28,Processing,363,5527.54,Cash
3035,2024-11-20,2024-11-20,On Hold,314,3765.05,Credit Card
3036,2024-04-05,2024-04-05,Cancelled,523,4818.0,Credit Card
3037,2024-10-01,2024-10-01,Shipped,991,9930.09,PayPal
3038,2024-11-21,2024-11-21,On Hold,177,5899.12,Cash
3039,2024-06-29,2024-06-29,Shipped,910,9803.76,PayPal
3040,2024-03-29,2024-03-29,Shipped,495,4259.51,Credit Card
3041,2024-02-22,2024-02-22,Cancelled,980,547.37,Bank Transfer
3042,2024-02-06,2024-02-06,Cancelled,319,1280.64,Credit Card
3043,2024-09-07,2024-09-07,Shipped,655,4797.99,Credit Card
3044,2024-06-14,2024-06-14,On Hold,584,2222.86,Bank Transfer
3045,2024-07-09,2024-07-09,Shipped,600,6348.41,Cash
3046,2024-06-08,2024-06-08,On Hold,392,6810.24,Bank Transfer
3047,2024-07-19,2024-07-19,Shipped,720,5826.76,Bank Transfer
3048,2024-05-15,2024-05-15,Shipped,959,1323.7,Cash
3049,2024-01-24,2024-01-24,Cancelled,209,5135.73,PayPal
3050,2024-06-22,2024-06-22,Cancelled,542,4300.66,Bank Transfer
3051,2024-01-09,2024-01-09,Cancelled,940,4734.71,Credit Card
3052,2024-11-20,2024-11-20,Processing,409,8761.48,Cash
3053,2024-05-31,2024-05-31,Cancelled,388,501.83,Credit Card
3054,2024-11-24,2024-11-24,On Hold,541,2568.79,Cash
3055,2024-07-14,2024-07-14,Processing,6,5947.68,PayPal
3056,2024-02-05,2024-02-05,Processing,883,1794.29,Credit Card
3057,2024-06-02,2024-06-02,Shipped,519,5773.53,Bank Transfer
3058,2024-03-05,2024-03-05,On Hold,311,4860.04,Bank Transfer
3059,2024-11-25,2024-11-25,Cancelled,54,6658.2,PayPal
3060,2024-09-28,2024-09-28,On Hold,12,5987.13,Credit Card
3061,2024-03-20,2024-03-20,Processing,288,2325.09,Cash
3062,2024-01-17,2024-01-17,On Hold,202,2341.84,Cash
3063,2024-09-17,2024-09-17,Processing,189,8421.02,PayPal
3064,2024-09-19,2024-09-19,Cancelled,242,3953.56,Bank Transfer
3065,2024-10-16,2024-10-16,On Hold,769,9864.05,Credit Card
3066,2024-08-28,2024-08-28,Cancelled,679,4165.03,Bank Transfer
3067,2024-02-19,2024-02-19,Cancelled,277,4156.54,Bank Transfer
3068,2024-07-27,2024-07-27,Processing,176,2784.06,PayPal
3069,2024-08-14,2024-08-14,Shipped,367,2051.48,Credit Card
3070,2024-08-26,2024-08-26,Cancelled,6,7895.3,PayPal
3071,2024-11-03,2024-11-03,Shipped,314,4665.92,Credit Card
3072,2024-02-01,2024-02-01,Shipped,387,9649.76,Cash
3073,2024-03-13,2024-03-13,Shipped,476,9348.3,Bank Transfer
3074,2024-09-12,2024-09-12,Processing,580,9275.73,Bank Transfer
3075,2024-09-29,2024-09-29,On Hold,410,5425.6,Credit Card
3076,2024-06-12,2024-06-12,Cancelled,118,1716.31,Credit Card
3077,2024-05-07,2024-05-07,On Hold,590,4918.5,PayPal
3078,2024-07-23,2024-07-23,Shipped,850,8716.99,PayPal
3079,2024-02-24,2024-02-24,Cancelled,787,4215.11,PayPal
3080,2024-01-24,2024-01-24,Processing,226,3073.06,Bank Transfer
3081,2024-02-04,2024-02-04,Shipped,904,8642.08,Bank Transfer
3082,2024-09-13,2024-09-13,Processing,981,1362.83,Bank Transfer
3083,2024-11-06,2024-11-06,On Hold,945,7733.47,Credit Card
3084,2024-06-07,2024-06-07,On Hold,819,4292.13,Credit Card
3085,2024-05-09,2024-05-09,Shipped,586,2708.63,PayPal
3086,2024-10-25,2024-10-25,Processing,424,7100.67,Bank Transfer
3087,2024-02-13,2024-02-13,Cancelled,398,3188.08,Cash
3088,2024-04-22,2024-04-22,Processing,865,1867.5,Bank Transfer
3089,2024-11-12,2024-11-12,Cancelled,21,3596.93,Cash
3090,2024-05-26,2024-05-26,Cancelled,812,4592.06,Credit Card
3091,2024-02-28,2024-02-28,On Hold,400,9198.74,Bank Transfer
3092,2024-08-13,2024-08-13,Shipped,395,9129.39,Credit Card
3093,2024-01-12,2024-01-12,On Hold,3,3070.74,Bank Transfer
3094,2024-02-29,2024-02-29,Processing,664,7470.28,Cash
3095,2024-06-28,2024-06-28,On Hold,389,4755.4,Credit Card
3096,2024-02-20,2024-02-20,Shipped,185,1520.04,Bank Transfer
3097,2024-03-19,2024-03-19,Processing,562,7504.56,Cash
3098,2024-06-12,2024-06-12,Processing,841,8537.12,PayPal
3099,2024-02-15,2024-02-15,Processing,983,2076.37,PayPal
3100,2024-05-21,2024-05-21,Shipped,291,8717.54,Credit Card
3101,2024-11-07,2024-11-07,Shipped,724,2293.14,PayPal
3102,2024-09-23,2024-09-23,Shipped,316,3329.93,Credit Card
3103,2024-11-02,2024-11-02,Cancelled,825,8069.21,PayPal
3104,2024-09-14,2024-09-14,Processing,477,9194.19,Bank Transfer
3105,2024-07-10,2024-07-10,Processing,885,286.53,Bank Transfer
3106,2024-03-19,2024-03-19,Processing,452,5409.91,Credit Card
3107,2024-01-01,2024-01-01,On Hold,293,4598.15,PayPal
3108,2024-05-22,2024-05-22,On Hold,423,3876.22,Bank Transfer
3109,2024-09-29,2024-09-29,Shipped,791,7598.85,PayPal
3110,2024-11-10,2024-11-10,Shipped,854,8463.93,PayPal
3111,2024-01-11,2024-01-11,On Hold,653,1718.3,Cash
3112,2024-02-28,2024-02-28,Shipped,128,3531.0,Cash
